desc,id,label,syn,syn_typ,syn_typ_id
"A CD4-positive, alpha-beta T cell that cooperates with other lymphocytes via direct contact or cytokine release to initiate a variety of immune functions.",CL:0000492,CD4-positive helper T cell,CD4-positive T-helper cell,exact,4
"A CD4-negative, CD8-negative, alpha-beta intraepithelial T cell that is found in the columnar epithelium of the gastrointestinal tract.",CL:0000935,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell","CD4-negative, CD8-negative, alpha-beta intraepithelial T-lymphocyte",exact,4
"A CD4-negative, CD8-negative, alpha-beta intraepithelial T cell that is found in the columnar epithelium of the gastrointestinal tract.",CL:0000935,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell","CD4-negative, CD8-negative, alpha-beta intraepithelial T-cell",exact,4
"A CD4-negative, CD8-negative, alpha-beta intraepithelial T cell that is found in the columnar epithelium of the gastrointestinal tract.",CL:0000935,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell","CD4-negative, CD8-negative, alpha-beta intraepithelial T lymphocyte",exact,4
"A CD4-negative, CD8-negative, alpha-beta intraepithelial T cell that is found in the columnar epithelium of the gastrointestinal tract.",CL:0000935,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell","CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",label,5
A mature NK T cell that secretes interleukin-4 and enhances Th2 immune responses.,CL:0000930,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4","CD4-negative, CD8-negative type I NKT cell secreting interleukin-4",exact,4
A mature NK T cell that secretes interferon-gamma and enhances Th1 immune responses.,CL:0000929,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma","CD4-negative, CD8-negative type I NKT cell secreting interferon-gamma",exact,4
A type I NK T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000924,"CD4-negative, CD8-negative type I NK T cell","CD4-negative, CD8-negative type I NKT cell",exact,4
A mature NK T cell that secretes interleukin-4 and enhances Th2 immune responses.,CL:0000930,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4","CD4-negative, CD8-negative type I NK T-lymphocyte secreting interleukin-4",exact,4
A mature NK T cell that secretes interferon-gamma and enhances Th1 immune responses.,CL:0000929,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma","CD4-negative, CD8-negative type I NK T-lymphocyte secreting interferon-gamma",exact,4
A type I NK T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000924,"CD4-negative, CD8-negative type I NK T cell","CD4-negative, CD8-negative type I NK T-lymphocyte",exact,4
A mature NK T cell that secretes interleukin-4 and enhances Th2 immune responses.,CL:0000930,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4","CD4-negative, CD8-negative type I NK T-cell secreting interleukin-4",exact,4
A mature NK T cell that secretes interferon-gamma and enhances Th1 immune responses.,CL:0000929,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma","CD4-negative, CD8-negative type I NK T-cell secreting interferon-gamma",exact,4
A type I NK T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000924,"CD4-negative, CD8-negative type I NK T cell","CD4-negative, CD8-negative type I NK T-cell",exact,4
A mature NK T cell that secretes interleukin-4 and enhances Th2 immune responses.,CL:0000930,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4","CD4-negative, CD8-negative type I NK T lymphocyte secreting interleukin-4",exact,4
A mature NK T cell that secretes interferon-gamma and enhances Th1 immune responses.,CL:0000929,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma","CD4-negative, CD8-negative type I NK T lymphocyte secreting interferon-gamma",exact,4
A type I NK T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000924,"CD4-negative, CD8-negative type I NK T cell","CD4-negative, CD8-negative type I NK T lymphocyte",exact,4
A mature NK T cell that secretes interleukin-4 and enhances Th2 immune responses.,CL:0000930,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4","CD4-negative, CD8-negative type I NK T cell secreting interleukin-4",label,5
A mature NK T cell that secretes interferon-gamma and enhances Th1 immune responses.,CL:0000929,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma","CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma",label,5
A mature NK T cell that secretes interleukin-4 and enhances Th2 immune responses.,CL:0000930,"CD4-negative, CD8-negative type I NK T cell secreting interleukin-4","CD4-negative, CD8-negative type I NK T cell secreting IL-4",exact,4
A mature NK T cell that secretes interferon-gamma and enhances Th1 immune responses.,CL:0000929,"CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma","CD4-negative, CD8-negative type I NK T cell secreting IFN-gamma",exact,4
A type I NK T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000924,"CD4-negative, CD8-negative type I NK T cell","CD4-negative, CD8-negative type I NK T cell",label,5
A gamma-delta intraepithelial T cell that has the phenotype CD4-negative and CD8-negative.,CL:0000803,CD4-negative CD8-negative gamma-delta intraepithelial T cell,CD4-negative CD8-negative gamma-delta intraepithelial T cell,label,5
"A double-positive thymocyte that is undergoing positive selection, has high expression of the alpha-beta T cell receptor, is CD69-positive, and is in the process of down regulating the CD4 co-receptor.",CL:0002430,"CD4-intermediate, CD8-positive double-positive thymocyte","CD4-intermediate, CD8-positive double-positive thymocyte",label,5
A T cell that expresses a T cell receptor complex and has completed T cell selection.,CL:0002419,mature T cell,CD3epsilon T cell,related,2
A T cell that expresses a T cell receptor complex and has completed T cell selection.,CL:0002419,mature T cell,CD3e-positive T cell,exact,4
A circulating gamma-delta T cell that is CD27-positive and capable of producing IFN-gamma.,CL:0002124,CD27-positive gamma-delta T cell,CD27-positive gamma-delta T cell,label,5
"A circulating gamma-delta T cell that expresses RORgamma(t), is CD27-negative and is capable of IL-17 secretion.",CL:0002125,CD27-negative gamma-delta T cell,CD27-negative gamma-delta T cell,label,5
"A CD25-positive, CD27-positive immature gamma-delta T cell found in the thymus that has an immature phenotype (i.e. CD24-high, CD25-high, CD62L-high, CD44-high, CD2-low, CD5-low).",CL:0002126,"CD25-positive, CD27-positive immature gamma-delta T cell","CD25-positive, CD27-positive immature gamma-delta T cell",label,5
"A CD8-positive, CD4-negative thymocyte that is CD24-positive and expresses high levels of the alpha-beta T cell receptor.",CL:0002434,"CD24-positive, CD8 single-positive thymocyte","CD24-positive, CD8 single-positive thymocyte",label,5
"A CD8-positive, CD4-negative thymocyte that is CD24-positive and expresses high levels of the alpha-beta T cell receptor.",CL:0002434,"CD24-positive, CD8 single-positive thymocyte","CD24-positive, CD8 single-positive semimature thymocyte",exact,4
"A CD4-positive, CD8-negative thymocyte that is CD24-positive and expresses high levels of the alpha-beta T cell receptor.",CL:0002432,"CD24-positive, CD4 single-positive thymocyte","CD24-positive, CD4 single-positive thymocyte",label,5
"A CD4-positive, CD8-negative thymocyte that is CD24-positive and expresses high levels of the alpha-beta T cell receptor.",CL:0002432,"CD24-positive, CD4 single-positive thymocyte","CD24-positive, CD4 single-positive semimature thymocyte",exact,4
"Intraepithelial T cells with a memory phenotype of CD2-positive, CD5-positive, and CD44-positive.",CL:0002037,"CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell","CD2-positive, CD5-positive, CD44-positive alpha-beta intraepithelial T cell",label,5
"A CD4-positive, CD25-positive, alpha-beta regulatory T cell with the additional phenotype CCR4-positive.",CL:0001047,"CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell",CCR+ Treg,exact,4
